,Product,Review,Negative,Neutral,Positive,sentiment
1745,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","I Got product on 19th dec22 ,and immediately noticed poor battery . Complaint raised . Service guy enquired on phone only.  Screen resolution extremely extremely poor . Repeated calls, but  replacement not done . This laptop besides poor screen ,battery has poor audio. My 22 k has gone down in drain . Very poor customer service by Amazon",26.2,70.9,2.9,neu
1746,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Battery life is very nice, screen quality and value for money is good",0,54.4,45.6,neu
1747,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",For renewed product it's more than value for money. Excellent condition.,0,58.5,41.5,neu
1748,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Great product received.Received as per specs, No performance lag, at first use battery and charging acted abnormal it charged 0 to 100 in 5 mins then 100 to 0 in 15 mins. Calibrated the battery now i am getting 2-3 hours of battery life with normal internet and app usage. During windows update i noticed it gets a little heated up but gets normal after the update and reboot. Screen quality is great 1080p. Stereo speakers are loud and clear, all usb and display ports are working. I need to figure out how we can make use of that sim slot on this device WWAN card does show up in the BIOS settings. At 23.5k pricing with such specs I find it a steal deal on Amazon",5.2,84.1,10.7,neu
1749,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Got just like new Laptop, Condition and features are very good.  Service and support from seller was outstanding.  Overall it was a good deal",0,55.4,44.6,neu
1750,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Good performance,0,25.6,74.4,pos
1751,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Everything is fine Good Product.,0,39,61,pos
1752,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Touch pad pointer not working good. Need to connect with usb mouse,17.9,82.1,0,neu
1753,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Review after 50 days of usage :This laptop has only 2 cores....not a quad core processor...if you are an average user that's ok....no problem at all...but for heavy user think before purchasing it..so much of over heating issues occurs during heavy processes such as video rendering, charging, WebEx meetings, screen recording....etc.PROS:1) light weight and easy to carry2) display quality is just awesome.3) no lags found on normal usage.4) having keyboard back light5) 16GB RAM6) having docking station portCONS:1) heating issues during normal usage of 3-5 applications.2) webcam is ok not up to the mark3) sim card slot has got stucked.. I'm unable to open it.",2.4,91.1,6.5,neu
1754,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",The product is very bad,48.7,51.3,0,neu
1755,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",excellent working,0,21.3,78.7,pos
1756,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Weight heavy... Other thing ok,0,64.5,35.5,neu
1757,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","It like new only ,go for it ,dont stop by seeing negative reviews ,try once ,you can replace if you dont like it",19.9,65.1,15,neu
1758,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",My Dell laptop is not working on past few days am raised the complaint to Amazon for warranty claim they will send the service engineer form Brightex solutionsHe will repaired my laptop now it's working fine TQ,5.5,85.6,8.8,neu
1759,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","googd plaptop, good performance , good condition  & good services after sell",0,50.8,49.2,neu
1760,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Battery issue or sometimes restart suddenly,0,100,0,neu
1761,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","FRAUD ALERT! Its battery drains very fast only after usage of 3 months. Since it said 6 month's seller warranty, when I called the seller, they denied to help and hung up the call.",17.8,69.2,13,neu
1762,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",I was using it from 2 month now I am started getting issue with RAM and Hardik and I spoke with seller person Reena from rentopc and got  responds from Rento team ....Amazon pls help me on it on prirotiy2. Rento pc team had helped me to reset the issue on laptop priority basis now wroking fine and here I could say responds from Rento pc team Reena had helped to resolve it immediately much appreciated  on customer services and valued on it.,0,82.3,17.7,neu
1763,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Amazon Company Give 3rd Quality Service i have send mail last 1 month Ago my laptop not working properly adapter power cord not working but till date no any proper response.,8.4,87.5,4.1,neu
1764,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Good Product.,0,25.6,74.4,pos
1765,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","It is working efficiently without any trouble, and the battery life is also very good.",0,59.6,40.4,neu
1766,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",मै रिप्लेसमेंट के अप्लाई करवाया amozone से लेकिन आर्डर घर नही आया पाँच छः दिन गोल गोल घुमाया फिर वापिस कर दिया मै 7 से 8 बार कॉल भी कियाAmazone sarvice से  एक ही बार रिप्लेसमेंट होगा  और आया नही तो रिप्लेसमेंट का मतलब क्या उन्होने अपने आप वापिस कर दिया यहा बहुत काम हो रहा है PC Problem and need to restert. Just collecting some error,7.7,92.3,0,neu
1767,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","My laptop keyboard issues was resolved by their tram, service was very quick and seamless.",0,89.2,10.8,neu
1768,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Understand the psychological problem of a customer who bought a laptop with a non-functional keyboard,16.2,83.8,0,neu
1769,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",worth it product,0,51.3,48.7,neu
1770,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",The media could not be loaded.,0,100,0,neu
1771,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Everything I like in the laptop. Best product in the range,0,57.3,42.7,neu
1772,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Amazon does not check product before delivery. I have received a damaged product twice. First the laptop bottom panel had a gap, secondly the charger was broken and not charging. Pathetic experience.",15.5,72.4,12.1,neu
1773,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",I am operating laptop around 3 months but not complaint came upto . Laptop quality is very good.,0,70.7,29.3,neu
1774,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","I have plugged in the charger but still status of the battery of laptop is showing as not charging.I have used this laptop for just 3 days till now and I feel cheated.Don't buy this product.Adding to this review,They have the best customer support team. Got a call from their end, they heard the issue and I got a satisfactory fix.Go ahead with this product.",0,83.1,16.9,neu
1775,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Not a good product, battery is dead without charger.",48.9,51.1,0,neu
1776,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","True value for money, the quality of product is fine. Value for money, nice machine",0,45,55,pos
1777,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Helpful Laptop 👍,0,51.7,48.3,neu
1778,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Super,0,0,100,pos
1779,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Bought this laptop for my day to day activities. It is super-fast, no lagging. Screen quality and sound quality are also good. Although there was some issue with battery initially, it got better after repeated charging.",0,81.3,18.7,neu
1780,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Battery, a overall product quality and othe software issues are most likely, better to be avoided.",12.3,71.5,16.2,neu
1781,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Overall product is good product within budget ,Quality and performance of laptop is good",0,67.4,32.6,neu
1782,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","SSD drive crashed, no software support available and no home services for hardware problem. Never buy it.",41.9,58.1,0,neu
1783,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Never buy,0,100,0,neu
1784,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",I really loved this laptop. I used this latitude series for years through my employer company. Laptop looks so fresh and it’s very fast. Truely value for money 👍. Very good support from seller.,0,65.2,34.8,neu
1785,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",At order e7470 you sent product e5470Totalali wrong product recieved . Low battery 🔋 pick-up not working properly,24.5,75.5,0,neu
1786,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",,0,0,0,neg
1787,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",I bought this laptop for my daughter to attend online classes. After 2 months of usage I can say that it is very good machine. for the give price the performance of laptop is satisfactory. One can trust and buy this laptop.,0,81.3,18.7,neu
1788,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",I used this product for learning data science and it's up to the mark,0,100,0,neu
1789,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Great laptop with configuration, Especially i like the after-sale support. The laptop is in  good and in pristine condition. Love the  the company's support and ease of handling any problem.",5.8,47.2,47,neu
1790,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Waste of money and time.. I just received and switched it on it’s not working at all for a second.. don’t buy guys really waste of money..,19.1,80.9,0,neu
1791,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",Great price- Works well. Screen could have been better.,0,39.7,60.3,pos
1792,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Price and warranty support as committed.Speed of responce is very critical ,product info should be available with supplier,do not keep asking info from customer",9.5,80.6,9.9,neu
1793,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer",I've received the product. All going good.,0,67.4,32.6,neu
1794,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","The media could not be loaded.
                



 Nice fast laptop...but i had ordered e7470 but delivery was e5470...but overall good product",7.1,76.5,16.4,neu
1795,"(Renewed) Dell Latitude Laptop E7470 Intel Core I5 - 6300U Processor, 16 Gb Ram &amp; 256 Gb Ssd, 14.1 Inches Screen Windows 10 Pro (Ultra Slim &amp; Light 1.58Kg) Notebook Computer","Vert good laptop, working fine, very minimal scratches only, worth buying.",0,54.8,45.2,neu
1796,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14&#34; (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11 Home/Integrated Graphics/FP Reader/Silver/1.6 kg), X415EA-EB322WS","I'll list the shortcomings first.1) The speakers are under the laptop. So if you put the laptop in the bed or lap, the audio quality will be terrible.2) No ethernet. Even though I bought the laptop for my sister who won't be using ethernet/ lan, it feels weird for old school person like me to not have it.3) The usb c port is very close to the charger. I tried the SanDisk dual drive go (the small one) and it fit perfectly though I was a bit uncomfortable plugging and removing it. Bigger ,bulkier devices will be a no go when charger is connected. Similarly I would have liked 2x usb 3, 1x usb 2 instead of the other way around.Other than this , it's a very fine laptop.1) The display is very nice and punches way above it's price point.2) The keyboard is nice, fingerprint is fast.3) The RAM and SSD are of good quality.4) The weight distribution is even which is very important for a compact laptop. Overall build is also satisfactory.5) The battery life is good now, but we'll have to see it holds the same over time.6) The webcam was surprisingly good, didn't expect that.Overall a very good laptop for students who will use it for reading, creating presentations and consuming media.There was a monsoon offer which offered 1 year extra warranty for 99/ 2 year extra warranty for 999. I took the 2 year one to get total of 3 years. With all that, using card offers , it still came under 35k. So a great deal in my opinion.",2.2,84.5,13.3,neu
1797,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14&#34; (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11 Home/Integrated Graphics/FP Reader/Silver/1.6 kg), X415EA-EB322WS",Excellent,0,0,100,pos
1798,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14&#34; (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11 Home/Integrated Graphics/FP Reader/Silver/1.6 kg), X415EA-EB322WS",Over all Good,0,40.8,59.2,pos
1799,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14&#34; (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11 Home/Integrated Graphics/FP Reader/Silver/1.6 kg), X415EA-EB322WS",I do recommend this for education purpose.  It is a decent laptop with a premium touch and the camera quality was up to the mark.,0,90.6,9.4,neu
1800,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14&#34; (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11 Home/Integrated Graphics/FP Reader/Silver/1.6 kg), X415EA-EB322WS","The laptop geting heated after 10min of use, then it gets increasing while browsing and the fan sound is varying.",0,89.2,10.8,neu
1801,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14&#34; (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11 Home/Integrated Graphics/FP Reader/Silver/1.6 kg), X415EA-EB322WS",It's a decent Laptop all together ...,0,100,0,neu
1802,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14&#34; (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11 Home/Integrated Graphics/FP Reader/Silver/1.6 kg), X415EA-EB322WS",Value for money.,0,45.5,54.5,pos
1803,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14&#34; (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11 Home/Integrated Graphics/FP Reader/Silver/1.6 kg), X415EA-EB322WS","1 star less for: Laptop speaker sound is too low, even in silent room movie dialogue can't hear. Its feel like volume level set at 10 out of 100. You must required headphone.2nd star less for: price value is over approx 5-6k. Maximum 30k is enough for this laptop as compared to other laptops.",3.6,88.3,8,neu
1804,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14&#34; (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11 Home/Integrated Graphics/FP Reader/Silver/1.6 kg), X415EA-EB322WS","1st Volume experience is not good.2nd It getting hand even in YouTube, LinkedIn  and udemy",0,81.4,18.6,neu
1805,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14&#34; (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2021/Windows 11 Home/Integrated Graphics/FP Reader/Silver/1.6 kg), X415EA-EB322WS","It is fast and light. Camera is useless. Speakers are of no use, can not even listen to the audio properly. Sound Volume is very low. Boot speed is very good. Good for study but not for entertainment. Anti glare screen is good.",15.3,65.2,19.5,neu
1806,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,Very slow laptop and hangs a lot. Should not buy.,0,100,0,neu
1807,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,Donot buy increase your budget and buy best laptop,0,51.9,48.1,neu
1808,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,Laptop is little slow due to HDD ..need to upgrade to SSD.,0,100,0,neu
1809,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,"The media could not be loaded.
                



 Display getting glitches after one year of moderate usage..also it started automatic scrolling of screen when not in use.Bought new display for 10,000/_. Now it's working fine",0,94.7,5.3,neu
1810,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,"I feel it's a complete waste of time to buy electronic items like computers on Amazon. Sellers are all fraud. I am compelled to write this review within 5 hours or so, of receiving this laptop today. It has serious problems in starting up, gets heated on charging and automatically restarts displaying some system error.Amazon needs to have a stringent quality inspection mechanism in place or else, sellers like this will keep wasting customers' time & money.I hereby request Amazon to arrange it's quick return and refund the total amount I had paid for this laptop.",12.2,79,8.8,neu
1811,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,Value for money,0,45.5,54.5,pos
1812,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,Laptop is very good...but your service is very bad...,32.2,67.8,0,neu
1813,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,"Cheating people's their is no Amd radeon vega 8 graphics. Have vega 6 but in this page mentioned vega 8 -2021 model.Where is vega 8 graphics?Laptop Working slow , hanging issue within a day facing problem.Worst brand",10,90,0,neu
1814,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,Value for money,0,45.5,54.5,pos
1815,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,Worst product worst customer service,73.2,26.8,0,neg
1816,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,"Hangs every 2 minute. Do not buy Laptops under 8GB ram , and processor must not be less than ryzen 3( 5 th gen)",0,100,0,neu
1817,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,Laptop is very slow even if ryzen 3 processor its not working that much fast if we are doing one click on mouse it will work after 50-55 seconds,0,100,0,neu
1818,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,Very slow I think it's old product,0,100,0,neu
1819,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,It got a screen issue with uncleared warrenty problem and hanging issue also,18.4,81.6,0,neu
1820,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,It's worst poduct.. cheating with common people.. I purchased this on 27th June and disappointed..very slow..and often hanging..,32.5,67.5,0,neu
1821,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,"Very slow laptop. If you are looking at this review, please skip this product. Problems everyday since date of purchase. Now as the warranty has expired it is just a piece of junk. Never buy another hp",6.8,87.5,5.7,neu
1822,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,My laptop is not opening up.I called customer care and they checked and have promised for a replacement but now they take no further steps can you do the needful.Frustrated with this laptop.Got it for my daughter study purpose could have brought some other brand,5.8,86.3,7.9,neu
1823,HP 245 G8 3S7L2PA Notebook Business Laptop 14 Inch HD ( AMD Ryzen 3- 3250 /4 GB RAM / 1TB HDD / Windows 11 Home) 1 Year Onsite Brand Warranty,This product is very nice 👍This laptop is for medium gaming with 8gb ram screen is good,0,72.8,27.2,neu
